feature,baseline_macro_f1,importance_mean,importance_std,score_after_permutation_mean
char_svd_61,0.7272662318711288,0.0008124829037706282,0.0004607933234736465,0.7264537489673581
word_svd_98,0.7272662318711288,0.0008096447482156988,0.0008720801005640942,0.7264565871229132
word_svd_163,0.7272662318711288,0.000808067137742885,0.0006491418820717252,0.726458164733386
char_svd_122,0.7272662318711288,0.000802703233612978,0.00046612944974277603,0.7264635286375158
word_svd_56,0.7272662318711288,0.000794859388299618,0.0002536206110827671,0.7264713724828292
num_short_words,0.7272662318711288,0.0007731046439255485,0.0003367654837857617,0.7264931272272033
char_svd_99,0.7272662318711288,0.0007684907290469223,0.0005438829407647723,0.7264977411420819
char_svd_86,0.7272662318711288,0.0007562007548839178,0.0007792260813238813,0.7265100311162449
word_svd_81,0.7272662318711288,0.0007531414509394319,0.0007390338893857556,0.7265130904201894
word_svd_194,0.7272662318711288,0.000745097133998196,0.00044426205866106327,0.7265211347371306
char_svd_104,0.7272662318711288,0.0007250550838400649,0.0005757944792031401,0.7265411767872888
caps_per_word,0.7272662318711288,0.0007194317871484391,1.5729770248862353e-05,0.7265468000839804
word_svd_144,0.7272662318711288,0.0007083103827487224,0.0003675350579563968,0.72655792148838
word_svd_11,0.7272662318711288,0.0007058640866717036,0.0007477980165272018,0.7265603677844571
word_svd_7,0.7272662318711288,0.0007001096006933105,0.0008510245053252477,0.7265661222704355
word_svd_185,0.7272662318711288,0.0006960476702698726,0.0006878821736060999,0.726570184200859
word_svd_198,0.7272662318711288,0.0006824057445465436,0.0005518254415343467,0.7265838261265822
word_svd_191,0.7272662318711288,0.0006771592797352622,0.0003400464330933334,0.7265890725913936
char_svd_18,0.7272662318711288,0.0006727378642477743,0.00024282443119891448,0.726593494006881
char_svd_137,0.7272662318711288,0.0006653007120383414,0.0007587014747067476,0.7266009311590905
word_svd_96,0.7272662318711288,0.0006643524707589776,0.0009372036162770141,0.7266018794003698
word_svd_146,0.7272662318711288,0.0006595874784802724,0.0006912346257823374,0.7266066443926485
char_svd_76,0.7272662318711288,0.0006584878330123445,0.0012910457559900462,0.7266077440381165
char_svd_26,0.7272662318711288,0.0006544135159311625,0.00037015978866338374,0.7266118183551976
median_word_len,0.7272662318711288,0.0006483047333319281,0.00034797558117546343,0.7266179271377969
num_punct,0.7272662318711288,0.0006461921532523451,0.0003010918405487908,0.7266200397178765
