,score
accuracy,0.7351111111111112
precision_macro,0.739934579404709
precision_weighted,0.7399345794047091
recall_macro,0.7351111111111112
recall_weighted,0.7351111111111112
f1_macro,0.736881628699205
f1_weighted,0.7368816286992049
roc_auc_ovr_macro,0.8921593402777778
roc_auc_ovr_weighted,0.8921593402777779
pr_auc_macro,0.8038790505813639
pr_auc_weighted,0.8038790505813639
