feature,importance
word_svd_198,0.07951128320760445
word_svd_137,0.07900434431085153
word_svd_44,0.07720001176627435
char_svd_27,0.07703401632077511
char_svd_119,0.07652678161740704
char_svd_72,0.0761929385413235
char_svd_92,0.07577901547347081
word_svd_169,0.07562572351780918
word_svd_185,0.07548858455571965
char_svd_30,0.07525805676129027
word_svd_148,0.07515618797695425
char_svd_85,0.07509312135498555
char_svd_36,0.07499770606122343
max_char_repeat,0.0749754771880392
char_svd_148,0.07495567914358783
word_svd_69,0.07450607098297375
char_svd_50,0.07379849469920492
word_svd_66,0.07328803878197997
word_svd_149,0.07254348444322772
char_svd_20,0.07243752893392132
word_svd_90,0.07242025732828439
num_quality_words,0.07236688341558055
char_svd_23,0.07210575311806376
word_svd_100,0.0717957891073506
char_svd_19,0.07087879558476587
word_svd_21,0.07071550830702833
char_svd_143,0.07067939645713876
char_svd_32,0.07054470159153689
word_svd_113,0.0701670481435019
word_svd_173,0.07014429373977844
char_svd_22,0.06992226784482114
word_svd_103,0.06954567401673879
word_svd_64,0.06900738254733782
num_uppercase_letters,0.06895020640944753
char_svd_139,0.06827806792044407
char_svd_18,0.06819546021284703
word_svd_174,0.06801916941304594
char_svd_53,0.0678631441958341
char_svd_131,0.0674925926151867
has_recommend,0.0659219133431032
word_svd_117,0.06578865509561421
char_svd_112,0.06557144308299284
char_svd_71,0.06554173283346008
char_svd_117,0.06494415408717116
char_svd_94,0.0649327841843054
word_svd_141,0.0639276945078555
word_svd_48,0.06318539265296622
num_unique_words,0.06188463126944428
char_svd_51,0.06183069867291594
word_svd_143,0.061520554229803376
word_svd_28,0.06138105079334513
num_medium_words,0.061181766355951205
char_svd_149,0.060005498519001034
word_svd_165,0.05938502144363756
char_svd_70,0.059125696266795986
word_svd_45,0.05772186463282025
class_0_top_unique_match_count,0.05770795539702099
word_svd_86,0.05754234583386308
word_svd_43,0.056996789233796696
word_svd_68,0.05621007623849194
word_svd_150,0.05598536918706333
char_svd_123,0.054998472431153016
class_-1_top_match_ratio,0.05422302499759513
word_svd_71,0.053824696134961054
word_svd_65,0.05324521439846325
char_svd_107,0.05093278282326855
word_svd_87,0.050007392854657565
char_svd_134,0.04871048937134112
class_0_top_match_ratio,0.048250278037694445
word_svd_171,0.047330443813286445
word_svd_146,0.04716106875796486
char_svd_135,0.04584305898741029
char_svd_42,0.04578940401982802
word_svd_135,0.045674264666882194
char_svd_88,0.04533639330514231
char_svd_89,0.04506457181457833
word_svd_38,0.04471542206916661
word_svd_83,0.04456691466620037
char_svd_124,0.043838710605718444
word_svd_128,0.04343473105183764
word_svd_60,0.04315992206579514
char_svd_93,0.04275576695860763
word_svd_188,0.04211847678163725
word_svd_114,0.04166394356541305
char_svd_144,0.04098178928679389
word_svd_170,0.04085089182806888
word_svd_85,0.04071700957972685
word_svd_32,0.04044396433439204
word_svd_154,0.04004479697674527
avg_punct_per_sentence,0.03963359989846481
num_words_raw,0.03921112957872304
word_svd_89,0.03910516098787909
word_svd_142,0.03869022884152493
max_caps_word_len,0.0382243791314065
word_svd_108,0.03602850160693082
char_svd_48,0.035967422373936235
word_svd_132,0.035106227138219315
word_svd_181,0.035011126775025284
word_svd_130,0.03463047485889905
char_svd_121,0.03454551854071352
word_svd_175,0.03396357754529259
word_svd_56,0.03299352485841352
word_svd_189,0.03158174970836627
word_svd_110,0.03152632103568296
word_svd_51,0.030839011669899115
char_svd_104,0.028454496482965774
word_svd_99,0.028360391146786786
word_svd_111,0.028079225113334355
num_punct,0.027632954025224286
word_svd_23,0.02723710395502057
num_mixed_punct,0.027155178265248422
num_colons,0.02678181634720854
class_1_top_unique_match_count,0.026607669735012145
char_svd_120,0.026514703966339336
char_svd_24,0.026313851494207015
word_svd_151,0.025473348492476507
word_svd_140,0.02415968104742206
word_svd_88,0.023611309788488143
word_svd_123,0.0216771941827722
has_bad_quality,0.0215582528292801
class_0_top_match_count,0.021011382958537682
char_svd_74,0.02028915448671219
word_svd_104,0.01966460937509685
num_dots,0.018842892641052416
has_many_exclaims,0.018744808254161607
word_svd_118,0.018401300065692912
class_-1_top_match_count,0.017902003604135377
word_svd_147,0.017190831306052923
class_-1_top_unique_match_count,0.01678984489532787
has_refund,0.01657332506277364
num_delivery_words,0.016068569894875925
caps_per_word,0.015965244051648217
num_digits,0.015627844506215738
num_long_words,0.01537089640580504
word_svd_91,0.014622140083581025
num_questions,0.012499189050634454
has_strong_negative_phrase,0.012272744481740525
num_commas,0.012222292930893388
char_svd_46,0.010596734266720014
num_long_tokens_raw,0.010046659780002841
word_svd_92,0.007662178432073771
class_1_top_match_count,0.007653762962202629
num_quotes,0.006676292249344352
word_svd_106,0.005516503600371019
word_svd_134,0.004894986318217592
