feature,family,component_index,model_importance,explained_variance_ratio,top_positive_terms,top_positive_weights,top_negative_terms,top_negative_weights,description
word_svd_111,word_svd,111,0.0280792251133343,0.0010233529664262176,понравилась | всё | ничего | норм | ничего не | куртка | очень понравилась | вообще | ок | по | что | ни | пришел | размера | вообще не,0.265394 | 0.221645 | 0.180993 | 0.170517 | 0.152864 | 0.141533 | 0.135762 | 0.135361 | 0.134195 | 0.130820 | 0.130173 | 0.130106 | 0.105474 | 0.098247 | 0.085570,мне | этого | отличная | продавца | просто | 48 | то | пришло | этого продавца | подошло | нет | 42 | товар не | чем | но,-0.159484 | -0.133020 | -0.127646 | -0.117868 | -0.117859 | -0.104629 | -0.100508 | -0.099776 | -0.097672 | -0.096707 | -0.092162 | -0.085403 | -0.082101 | -0.081642 | -0.078972,positive side: понравилась | всё | ничего | норм | ничего не | куртка | очень понравилась | вообще | ок | по | что | ни | пришел | размера | вообще не; negative side: мне | этого | отличная | продавца | просто | 48 | то | пришло | этого продавца | подошло | нет | 42 | товар не | чем | но
word_svd_112,word_svd,112,0.0806220186141203,0.0010206995353093638,совсем | норм | ощупь | на ощупь | отличная | хорошее качество | совсем не | вообще | быстрая доставка | этого | без | продавца | недели | подошёл | как,0.224971 | 0.185409 | 0.143387 | 0.142910 | 0.139518 | 0.138897 | 0.136308 | 0.108521 | 0.106830 | 0.099017 | 0.097026 | 0.093052 | 0.088541 | 0.086432 | 0.084120,классная | сетка | хороший | юбка | размерная | размерная сетка | размера | то | подошло | дней | качество хорошее | доставка быстрая | сетка не | размерная сетка не | телу,-0.167575 | -0.164795 | -0.159899 | -0.155723 | -0.154235 | -0.149204 | -0.149142 | -0.132255 | -0.120557 | -0.117683 | -0.114940 | -0.112393 | -0.100429 | -0.095746 | -0.090447,positive side: совсем | норм | ощупь | на ощупь | отличная | хорошее качество | совсем не | вообще | быстрая доставка | этого | без | продавца | недели | подошёл | как; negative side: классная | сетка | хороший | юбка | размерная | размерная сетка | размера | то | подошло | дней | качество хорошее | доставка быстрая | сетка не | размерная сетка не | телу
word_svd_113,word_svd,113,0.0701670481435019,0.001013434829320764,хорошее качество | быстрая доставка | совсем | 48 | 42 | даже | норм | отличные | телу | ничего | на 42 | мне | совсем не | из | за,0.264680 | 0.182127 | 0.169991 | 0.167942 | 0.148424 | 0.131634 | 0.114478 | 0.112498 | 0.112011 | 0.105902 | 0.105147 | 0.104989 | 0.104382 | 0.103330 | 0.103078,качество хорошее | доставка быстрая | подошёл | продавца | на 44 | куртка | на ощупь | ощупь | 44 | понравилось | нет | недели | сетка | 44 46 | то,-0.198297 | -0.184675 | -0.127665 | -0.117975 | -0.114236 | -0.112070 | -0.099530 | -0.099481 | -0.097017 | -0.086251 | -0.082130 | -0.080583 | -0.078188 | -0.076244 | -0.074834,positive side: хорошее качество | быстрая доставка | совсем | 48 | 42 | даже | норм | отличные | телу | ничего | на 42 | мне | совсем не | из | за; negative side: качество хорошее | доставка быстрая | подошёл | продавца | на 44 | куртка | на ощупь | ощупь | 44 | понравилось | нет | недели | сетка | 44 46 | то
word_svd_114,word_svd,114,0.041663943565413,0.001008837226346996,без | норм | размера | юбка | хорошее качество | сетка | размерная | размерная сетка | запаха | без запаха | продавца | быстрая доставка | меньше | сетка не | подошёл,0.265196 | 0.251432 | 0.228568 | 0.199005 | 0.168041 | 0.159238 | 0.150218 | 0.144167 | 0.125046 | 0.118285 | 0.098623 | 0.097410 | 0.096804 | 0.094566 | 0.094477,качество хорошее | совсем | подошло | даже | доставка быстрая | нет | рубашка | по | куртка | как | выглядит | совсем не | ещё | швы | из,-0.136609 | -0.126459 | -0.123858 | -0.121175 | -0.112547 | -0.107072 | -0.103006 | -0.094531 | -0.089144 | -0.084991 | -0.077576 | -0.074500 | -0.074414 | -0.072315 | -0.066037,positive side: без | норм | размера | юбка | хорошее качество | сетка | размерная | размерная сетка | запаха | без запаха | продавца | быстрая доставка | меньше | сетка не | подошёл; negative side: качество хорошее | совсем | подошло | даже | доставка быстрая | нет | рубашка | по | куртка | как | выглядит | совсем не | ещё | швы | из
word_svd_115,word_svd,115,0.1252379118093917,0.001007456853365424,юбка | хороший | понравилась | сильно | классная | хорошее качество | подошло | по | очень понравилась | даже | посылка | но деньги | недели | продавца | но деньги вернули,0.248084 | 0.219607 | 0.184429 | 0.118520 | 0.117746 | 0.111639 | 0.101938 | 0.096742 | 0.089582 | 0.085292 | 0.072837 | 0.070779 | 0.068711 | 0.068262 | 0.067676,немного | отличная | норм | дней | размера | вообще | совсем | рубашка | просто | заказ | за | товар | подошёл | вообще не | мне,-0.223447 | -0.177931 | -0.173047 | -0.157031 | -0.150298 | -0.141982 | -0.120661 | -0.103997 | -0.103375 | -0.102786 | -0.101414 | -0.097427 | -0.093197 | -0.090646 | -0.089163,positive side: юбка | хороший | понравилась | сильно | классная | хорошее качество | подошло | по | очень понравилась | даже | посылка | но деньги | недели | продавца | но деньги вернули; negative side: немного | отличная | норм | дней | размера | вообще | совсем | рубашка | просто | заказ | за | товар | подошёл | вообще не | мне
word_svd_116,word_svd,116,0.1046968046532316,0.001003469637363478,норм | даже | даже не | заказ | бы | подошёл | заказала | сетка | хороший | размерная | заказывала | понравилась | размерная сетка | был | подошел,0.404889 | 0.294714 | 0.139141 | 0.131138 | 0.115557 | 0.114570 | 0.101308 | 0.088966 | 0.088050 | 0.084374 | 0.084018 | 0.080944 | 0.080739 | 0.068710 | 0.067739,вообще | немного | вообще не | подошло | размера | свитер | ок | размерной | без | сетке | размерной сетке | что | размер не соответствует | не пришел | доставка быстрая,-0.226192 | -0.198747 | -0.150852 | -0.121167 | -0.102701 | -0.102342 | -0.083977 | -0.081397 | -0.078302 | -0.074397 | -0.070018 | -0.069422 | -0.067089 | -0.064943 | -0.064921,positive side: норм | даже | даже не | заказ | бы | подошёл | заказала | сетка | хороший | размерная | заказывала | понравилась | размерная сетка | был | подошел; negative side: вообще | немного | вообще не | подошло | размера | свитер | ок | размерной | без | сетке | размерной сетке | что | размер не соответствует | не пришел | доставка быстрая
word_svd_117,word_svd,117,0.0657886550956142,0.0009959546559944095,заказ | даже | вообще | юбка | размерной | сетке | размерной сетке | заказ так | немного | заказ так не | вообще не | товар не | классная | отличные | меньше,0.213590 | 0.169964 | 0.166088 | 0.157562 | 0.151537 | 0.140266 | 0.133669 | 0.120904 | 0.118771 | 0.118739 | 0.116416 | 0.109114 | 0.104725 | 0.097559 | 0.091838,бы | сетка | размерная | размерная сетка | свитер | больше | из | товар так | товар так не | пришел | доставка быстрая | отличная | сетка не | рубашка | размерная сетка не,-0.169445 | -0.153836 | -0.143722 | -0.137589 | -0.115896 | -0.111864 | -0.110851 | -0.103527 | -0.102379 | -0.099613 | -0.094463 | -0.091754 | -0.090837 | -0.087519 | -0.086092,positive side: заказ | даже | вообще | юбка | размерной | сетке | размерной сетке | заказ так | немного | заказ так не | вообще не | товар не | классная | отличные | меньше; negative side: бы | сетка | размерная | размерная сетка | свитер | больше | из | товар так | товар так не | пришел | доставка быстрая | отличная | сетка не | рубашка | размерная сетка не
word_svd_118,word_svd,118,0.0184013000656929,0.0009899296712236336,норм | отличные | короткая | даже | хороший | доставка быстрая | качество хорошее | от | отличная | футболка | очень короткая | даже не | без | телу | размера,0.279057 | 0.240719 | 0.220186 | 0.206965 | 0.202168 | 0.158128 | 0.150384 | 0.149490 | 0.125533 | 0.117538 | 0.112837 | 0.089049 | 0.076641 | 0.074268 | 0.074048,хорошее качество | юбка | классная | быстрая доставка | сетка | размерная | размерная сетка | на ощупь | ощупь | маломерит | совсем | нормально | для | очень хорошее | сетка не,-0.211129 | -0.188215 | -0.182678 | -0.150217 | -0.115981 | -0.108270 | -0.106121 | -0.092795 | -0.092649 | -0.090560 | -0.078439 | -0.077457 | -0.074671 | -0.072612 | -0.068631,positive side: норм | отличные | короткая | даже | хороший | доставка быстрая | качество хорошее | от | отличная | футболка | очень короткая | даже не | без | телу | размера; negative side: хорошее качество | юбка | классная | быстрая доставка | сетка | размерная | размерная сетка | на ощупь | ощупь | маломерит | совсем | нормально | для | очень хорошее | сетка не
word_svd_119,word_svd,119,0.2095193674188978,0.0009867141468646542,юбка | даже | ок | качество хорошее | всё | классная | доставка быстрая | даже не | норм | свитер | маломерит | 48 | мне | отличная | понравился,0.281992 | 0.275346 | 0.219430 | 0.161158 | 0.140580 | 0.137058 | 0.136320 | 0.125124 | 0.104861 | 0.101696 | 0.090327 | 0.090199 | 0.089334 | 0.075316 | 0.065107,короткая | хорошее качество | слишком | подошло | от | быстрая доставка | понравилась | очень короткая | груди | рубашка | футболка | все подошло | заказ | ог | отличается,-0.233846 | -0.198516 | -0.179208 | -0.172886 | -0.147311 | -0.134939 | -0.119183 | -0.112176 | -0.093698 | -0.088068 | -0.079626 | -0.073204 | -0.070679 | -0.068544 | -0.067053,positive side: юбка | даже | ок | качество хорошее | всё | классная | доставка быстрая | даже не | норм | свитер | маломерит | 48 | мне | отличная | понравился; negative side: короткая | хорошее качество | слишком | подошло | от | быстрая доставка | понравилась | очень короткая | груди | рубашка | футболка | все подошло | заказ | ог | отличается
word_svd_120,word_svd,120,0.2510716469419093,0.0009807805249598003,норм | подошло | классная | юбка | совсем | куртка | доставка быстрая | все подошло | чем | вообще | идеально | качество хорошее | совсем не | хороший | отличные,0.404691 | 0.201309 | 0.200493 | 0.149815 | 0.117533 | 0.106730 | 0.089516 | 0.088984 | 0.081517 | 0.078753 | 0.075234 | 0.074785 | 0.071795 | 0.071371 | 0.070227,немного | даже | ок | короткая | даже не | всё | очень короткая | хорошее качество | быстрая доставка | футболка | просвечивает | отличная | сетка | размерная | размерная сетка,-0.324758 | -0.301312 | -0.207603 | -0.206567 | -0.129290 | -0.126734 | -0.104991 | -0.101768 | -0.088385 | -0.084001 | -0.082604 | -0.080278 | -0.067414 | -0.064784 | -0.062008,positive side: норм | подошло | классная | юбка | совсем | куртка | доставка быстрая | все подошло | чем | вообще | идеально | качество хорошее | совсем не | хороший | отличные; negative side: немного | даже | ок | короткая | даже не | всё | очень короткая | хорошее качество | быстрая доставка | футболка | просвечивает | отличная | сетка | размерная | размерная сетка
word_svd_121,word_svd,121,0.1420132100180632,0.0009763919084342635,ок | хороший | футболка | нет | отличные | отличная | вообще | понравилась | всё | этого | штаны | сильно | заказала | для | совсем,0.227523 | 0.197617 | 0.166105 | 0.138035 | 0.110563 | 0.108370 | 0.106063 | 0.095318 | 0.093125 | 0.090303 | 0.088898 | 0.086027 | 0.085393 | 0.080529 | 0.079991,без | куртка | даже | размерной | сетке | размерной сетке | подошло | только | маломерит | без запаха | ткань | дней | норм | соответствует размерной | бы,-0.226165 | -0.207865 | -0.164554 | -0.148362 | -0.138925 | -0.131676 | -0.130190 | -0.098946 | -0.098875 | -0.095917 | -0.094872 | -0.094250 | -0.090080 | -0.087978 | -0.086048,positive side: ок | хороший | футболка | нет | отличные | отличная | вообще | понравилась | всё | этого | штаны | сильно | заказала | для | совсем; negative side: без | куртка | даже | размерной | сетке | размерной сетке | подошло | только | маломерит | без запаха | ткань | дней | норм | соответствует размерной | бы
word_svd_122,word_svd,122,0.4222308511938605,0.0009732828755659689,ок | от | без | бы | подошёл | телу | размера | больше | размеру | если | всё | соответствует размеру | не соответствует размеру | маленькая | отличается,0.260828 | 0.168014 | 0.166013 | 0.148250 | 0.143361 | 0.111564 | 0.103478 | 0.098483 | 0.092926 | 0.091812 | 0.079718 | 0.078472 | 0.072165 | 0.070467 | 0.069230,подошло | ощупь | на ощупь | сетка | хороший | размерная | немного | размерная сетка | норм | маломерит | все подошло | размер не | посылка | меньше | вообще,-0.217171 | -0.170801 | -0.170218 | -0.141025 | -0.132558 | -0.129851 | -0.129479 | -0.127614 | -0.125060 | -0.122306 | -0.092828 | -0.091873 | -0.091231 | -0.090970 | -0.090595,positive side: ок | от | без | бы | подошёл | телу | размера | больше | размеру | если | всё | соответствует размеру | не соответствует размеру | маленькая | отличается; negative side: подошло | ощупь | на ощупь | сетка | хороший | размерная | немного | размерная сетка | норм | маломерит | все подошло | размер не | посылка | меньше | вообще
word_svd_123,word_svd,123,0.0216771941827722,0.0009669116921642254,отличные | без | больше | бы | понравилась | короткая | 42 | размерной | ощупь | на ощупь | сетке | без запаха | заказ | размерной сетке | подошёл,0.271205 | 0.242449 | 0.148680 | 0.133891 | 0.126460 | 0.115706 | 0.110667 | 0.109899 | 0.108043 | 0.107492 | 0.106006 | 0.104419 | 0.102545 | 0.099839 | 0.099315,нет | даже | меньше | размера | от | норм | хорошее качество | мне | на 44 | куртка | размер | классная | даже не | ещё | пришли,-0.184007 | -0.176020 | -0.145939 | -0.122760 | -0.119384 | -0.095648 | -0.090888 | -0.089924 | -0.088766 | -0.086223 | -0.084080 | -0.078255 | -0.077847 | -0.076370 | -0.075899,positive side: отличные | без | больше | бы | понравилась | короткая | 42 | размерной | ощупь | на ощупь | сетке | без запаха | заказ | размерной сетке | подошёл; negative side: нет | даже | меньше | размера | от | норм | хорошее качество | мне | на 44 | куртка | размер | классная | даже не | ещё | пришли
word_svd_124,word_svd,124,0.1423432592177968,0.0009597131874008453,без | куртка | маленькая | совсем | вообще | даже | без запаха | размер не соответствует | размер не | сетка | размерная | запаха | размерная сетка | от | сильно,0.328352 | 0.165675 | 0.151408 | 0.144012 | 0.134321 | 0.133932 | 0.130056 | 0.123176 | 0.118793 | 0.113873 | 0.106689 | 0.102857 | 0.102087 | 0.097927 | 0.087653,размера | подошёл | нет | размерной | сетке | размерной сетке | футболка | немного | не | идеально | заказывала | из | соответствует размерной | быстрая доставка | не соответствует размерной,-0.178120 | -0.154910 | -0.154385 | -0.147494 | -0.134765 | -0.130400 | -0.119585 | -0.115457 | -0.113159 | -0.098667 | -0.095721 | -0.095596 | -0.091042 | -0.088527 | -0.082011,positive side: без | куртка | маленькая | совсем | вообще | даже | без запаха | размер не соответствует | размер не | сетка | размерная | запаха | размерная сетка | от | сильно; negative side: размера | подошёл | нет | размерной | сетке | размерной сетке | футболка | немного | не | идеально | заказывала | из | соответствует размерной | быстрая доставка | не соответствует размерной
word_svd_125,word_svd,125,0.169287509698675,0.0009533471777940591,куртка | отличные | немного | хороший | бы | нет | хорошее качество | маломерит | мне | короткая | запах | подошёл | маленькая | продавец | мала,0.466569 | 0.238055 | 0.210171 | 0.180697 | 0.132307 | 0.116716 | 0.097380 | 0.097370 | 0.087321 | 0.082951 | 0.080862 | 0.077928 | 0.077115 | 0.075249 | 0.066147,футболка | без | подошло | но | понравилась | меньше | свитер | рубашка | сильно | через | мягкий | для | без запаха | качество хорошее | по,-0.171210 | -0.143515 | -0.105084 | -0.103860 | -0.103128 | -0.098924 | -0.098182 | -0.095251 | -0.089088 | -0.076019 | -0.075800 | -0.073090 | -0.063619 | -0.060812 | -0.059918,positive side: куртка | отличные | немного | хороший | бы | нет | хорошее качество | маломерит | мне | короткая | запах | подошёл | маленькая | продавец | мала; negative side: футболка | без | подошло | но | понравилась | меньше | свитер | рубашка | сильно | через | мягкий | для | без запаха | качество хорошее | по
word_svd_126,word_svd,126,0.1896550032381944,0.0009448761109892329,ок | слишком | большой | вернули деньги | маленькая | отличные | хороший | мала | сильно | деньги | оказалась | просвечивает | рубашка | заказывала | блузка,0.207330 | 0.203040 | 0.160881 | 0.156099 | 0.147505 | 0.147376 | 0.127197 | 0.112515 | 0.109703 | 0.106276 | 0.089838 | 0.089061 | 0.088538 | 0.084957 | 0.078619,от | даже | посылка | подошёл | маломерит | короткая | пришли | больше | футболка | отличается | отличный | вообще | подошло | отличается от | очень короткая,-0.176309 | -0.139185 | -0.135223 | -0.131493 | -0.125629 | -0.124646 | -0.098326 | -0.091367 | -0.083705 | -0.082309 | -0.080963 | -0.079748 | -0.078995 | -0.071233 | -0.070598,positive side: ок | слишком | большой | вернули деньги | маленькая | отличные | хороший | мала | сильно | деньги | оказалась | просвечивает | рубашка | заказывала | блузка; negative side: от | даже | посылка | подошёл | маломерит | короткая | пришли | больше | футболка | отличается | отличный | вообще | подошло | отличается от | очень короткая
word_svd_127,word_svd,127,0.2967079584469734,0.0009399990790044169,футболка | маломерит | без | классная | из | по | свой | 44 | на свой | на 44 | ткани | отличные | до | подошло | качеству,0.297219 | 0.281328 | 0.190611 | 0.183659 | 0.163662 | 0.109351 | 0.107709 | 0.102849 | 0.094962 | 0.094422 | 0.091636 | 0.082188 | 0.076809 | 0.076535 | 0.072725,сильно | просвечивает | 42 | размерной | на 46 | 46 | нет | сетке | очень сильно | размерной сетке | понравилась | маленькая | рубашка | на 42 | меньше,-0.272390 | -0.157933 | -0.128341 | -0.123457 | -0.122068 | -0.121424 | -0.118514 | -0.115234 | -0.111737 | -0.108554 | -0.102115 | -0.102054 | -0.095841 | -0.090236 | -0.084671,positive side: футболка | маломерит | без | классная | из | по | свой | 44 | на свой | на 44 | ткани | отличные | до | подошло | качеству; negative side: сильно | просвечивает | 42 | размерной | на 46 | 46 | нет | сетке | очень сильно | размерной сетке | понравилась | маленькая | рубашка | на 42 | меньше
word_svd_128,word_svd,128,0.0434347310518376,0.0009379476594217339,ок | футболка | хороший | сильно | классная | дней | не торчат | нитки не торчат | нитки не | от | мне | заказывала | плохо | просто | будет,0.255089 | 0.211071 | 0.180135 | 0.148021 | 0.122746 | 0.109020 | 0.088305 | 0.086249 | 0.086017 | 0.083235 | 0.074031 | 0.073717 | 0.071207 | 0.068662 | 0.066390,отличные | юбка | подошло | месяц | приятный | маломерит | телу | из | свитер | мягкий | ткани | понравилась | размера | отличная | жаль,-0.254332 | -0.151222 | -0.135018 | -0.130786 | -0.128043 | -0.127586 | -0.126510 | -0.123778 | -0.123050 | -0.108116 | -0.103270 | -0.103065 | -0.100150 | -0.100041 | -0.098780,positive side: ок | футболка | хороший | сильно | классная | дней | не торчат | нитки не торчат | нитки не | от | мне | заказывала | плохо | просто | будет; negative side: отличные | юбка | подошло | месяц | приятный | маломерит | телу | из | свитер | мягкий | ткани | понравилась | размера | отличная | жаль
word_svd_129,word_svd,129,0.1591989347084034,0.000929910532841507,вернули деньги | дней | маломерит | xl | отличные | рубашка | бы | даже | деньги | хороший | больше | понравилась | совсем | продавца | качество не,0.260448 | 0.172695 | 0.171701 | 0.153248 | 0.146788 | 0.128686 | 0.123805 | 0.119169 | 0.099489 | 0.097620 | 0.095258 | 0.093179 | 0.090972 | 0.089954 | 0.088942,сильно | без | куртка | меньше | деньги вернули | но деньги | но деньги вернули | слишком | запах | на размер | просвечивает | из | 48 | смотрится | по,-0.153577 | -0.141992 | -0.135573 | -0.126822 | -0.114412 | -0.113417 | -0.112523 | -0.108984 | -0.105371 | -0.099501 | -0.098791 | -0.090086 | -0.087467 | -0.083708 | -0.079709,positive side: вернули деньги | дней | маломерит | xl | отличные | рубашка | бы | даже | деньги | хороший | больше | понравилась | совсем | продавца | качество не; negative side: сильно | без | куртка | меньше | деньги вернули | но деньги | но деньги вернули | слишком | запах | на размер | просвечивает | из | 48 | смотрится | по
word_svd_130,word_svd,130,0.034630474858899,0.000922074887789826,ок | xl | рубашка | отличные | маломерит | но деньги вернули | но деньги | маленькая | деньги вернули | норм | не | груди | приятный | свитер | пришла,0.265198 | 0.163079 | 0.155683 | 0.151922 | 0.150007 | 0.093461 | 0.092607 | 0.092388 | 0.079124 | 0.078334 | 0.070574 | 0.069811 | 0.067651 | 0.066433 | 0.065443,вернули деньги | размерной | подошёл | сетке | размерной сетке | футболка | без | всё | просвечивает | 48 | классная | пришел | сильно | посылка | деньги,-0.196975 | -0.151361 | -0.150230 | -0.143011 | -0.136451 | -0.131899 | -0.121489 | -0.118379 | -0.113036 | -0.111592 | -0.108873 | -0.104895 | -0.102886 | -0.102223 | -0.095291,positive side: ок | xl | рубашка | отличные | маломерит | но деньги вернули | но деньги | маленькая | деньги вернули | норм | не | груди | приятный | свитер | пришла; negative side: вернули деньги | размерной | подошёл | сетке | размерной сетке | футболка | без | всё | просвечивает | 48 | классная | пришел | сильно | посылка | деньги
word_svd_131,word_svd,131,0.15654741728325,0.0009201676521050176,футболка | куртка | классная | на 46 | 46 | 42 | вернули деньги | ок | пришла | ощупь | на ощупь | подошло | ещё | от | запах,0.328887 | 0.170109 | 0.135022 | 0.128534 | 0.126909 | 0.122515 | 0.117146 | 0.116885 | 0.114847 | 0.113819 | 0.113684 | 0.107189 | 0.090885 | 0.088394 | 0.085266,посылка | рубашка | на 44 | 44 | большое | 50 | посылка не | юбка | маломерит | на 48 | спасибо большое | пришел | 48 | большой | всё,-0.214226 | -0.148942 | -0.146058 | -0.136214 | -0.122657 | -0.120419 | -0.104959 | -0.104427 | -0.086534 | -0.086285 | -0.084010 | -0.083490 | -0.080807 | -0.078257 | -0.076553,positive side: футболка | куртка | классная | на 46 | 46 | 42 | вернули деньги | ок | пришла | ощупь | на ощупь | подошло | ещё | от | запах; negative side: посылка | рубашка | на 44 | 44 | большое | 50 | посылка не | юбка | маломерит | на 48 | спасибо большое | пришел | 48 | большой | всё
word_svd_132,word_svd,132,0.0351062271382193,0.0009154106365980474,ок | отличные | куртка | свитер | мягкий | 50 | 48 | 44 | приятный | запах | на 44 | вернули деньги | короткая | на 48 | слишком,0.338640 | 0.171246 | 0.164445 | 0.161170 | 0.135491 | 0.131162 | 0.130914 | 0.130060 | 0.125723 | 0.121619 | 0.109775 | 0.108120 | 0.103499 | 0.095851 | 0.091859,маленькая | хороший | немного | всё | без | очень маленькая | на 46 | футболка | 42 | нормально | бы | xl | 46 | приятная | но деньги,-0.243190 | -0.167483 | -0.143630 | -0.128362 | -0.116343 | -0.115191 | -0.107839 | -0.103085 | -0.085301 | -0.083183 | -0.080549 | -0.077217 | -0.075884 | -0.074931 | -0.074804,positive side: ок | отличные | куртка | свитер | мягкий | 50 | 48 | 44 | приятный | запах | на 44 | вернули деньги | короткая | на 48 | слишком; negative side: маленькая | хороший | немного | всё | без | очень маленькая | на 46 | футболка | 42 | нормально | бы | xl | 46 | приятная | но деньги
word_svd_133,word_svd,133,0.0825789312298933,0.0009116439311985077,ок | футболка | бы | месяц | такой | совсем | не такой | xl | размерной | сетке | размерной сетке | если | такой как | жаль | не такой как,0.239129 | 0.216240 | 0.182111 | 0.163933 | 0.143700 | 0.123674 | 0.109727 | 0.105693 | 0.099304 | 0.097175 | 0.090158 | 0.086465 | 0.085293 | 0.083301 | 0.081656,вернули деньги | всё | дней | подошёл | по | размера | подошел | выглядит | 46 | было | ужасно | не очень | смотрится | куртка | качеству,-0.163125 | -0.114825 | -0.102897 | -0.095671 | -0.090364 | -0.085659 | -0.085556 | -0.085200 | -0.082062 | -0.079759 | -0.079625 | -0.077989 | -0.077426 | -0.077398 | -0.076297,positive side: ок | футболка | бы | месяц | такой | совсем | не такой | xl | размерной | сетке | размерной сетке | если | такой как | жаль | не такой как; negative side: вернули деньги | всё | дней | подошёл | по | размера | подошел | выглядит | 46 | было | ужасно | не очень | смотрится | куртка | качеству
word_svd_134,word_svd,134,0.0048949863182175,0.000909527190225731,рубашка | классная | слишком | жаль | блузка | пришла | 44 | цвета | очень жаль | было | на 44 | до | надо | маломерит | отличные,0.375545 | 0.185685 | 0.175208 | 0.136039 | 0.111747 | 0.108917 | 0.105504 | 0.096366 | 0.095962 | 0.095572 | 0.093020 | 0.088298 | 0.086863 | 0.086413 | 0.085965,куртка | посылка | большой | футболка | отличная | размера | ок | на 46 | большое | немного | посылка не | 46 | бы | шла | будет,-0.223990 | -0.170287 | -0.148761 | -0.119998 | -0.115781 | -0.106607 | -0.096626 | -0.087521 | -0.081944 | -0.080932 | -0.080446 | -0.078002 | -0.076917 | -0.075255 | -0.068089,positive side: рубашка | классная | слишком | жаль | блузка | пришла | 44 | цвета | очень жаль | было | на 44 | до | надо | маломерит | отличные; negative side: куртка | посылка | большой | футболка | отличная | размера | ок | на 46 | большое | немного | посылка не | 46 | бы | шла | будет
word_svd_135,word_svd,135,0.0456742646668821,0.0009055995597922581,маленькая | маломерит | телу | ок | быстрая доставка | пришел | очень маленькая | маленький | заказ пришел | на | пришел быстро | подошел | для | на размер | размерной,0.232766 | 0.229840 | 0.148898 | 0.116793 | 0.116093 | 0.115658 | 0.111427 | 0.099758 | 0.097819 | 0.095709 | 0.092700 | 0.081620 | 0.081011 | 0.076611 | 0.075581,слишком | большой | ощупь | на ощупь | размера | сильно | доставка быстрая | даже | оказался | мал | всё | xl | заказ не | приятная на | хорошее качество,-0.215320 | -0.205893 | -0.185859 | -0.185344 | -0.182402 | -0.140474 | -0.118902 | -0.105736 | -0.101082 | -0.091771 | -0.084483 | -0.082307 | -0.078593 | -0.078069 | -0.077405,positive side: маленькая | маломерит | телу | ок | быстрая доставка | пришел | очень маленькая | маленький | заказ пришел | на | пришел быстро | подошел | для | на размер | размерной; negative side: слишком | большой | ощупь | на ощупь | размера | сильно | доставка быстрая | даже | оказался | мал | всё | xl | заказ не | приятная на | хорошее качество
word_svd_136,word_svd,136,0.2846010788141608,0.0008978766649511238,футболка | быстрая доставка | запах | большой | качество хорошее | отличные | маленькая | всё | очень быстрая | есть | дней | пришла | ужасный | очень быстрая доставка | бы,0.308120 | 0.235760 | 0.211361 | 0.185279 | 0.146985 | 0.131178 | 0.130585 | 0.115697 | 0.100346 | 0.097923 | 0.090446 | 0.089103 | 0.083144 | 0.080500 | 0.072776,доставка быстрая | ок | хорошее качество | посылка | из | вернули деньги | ткани | прислали | короткая | хороший | качество ткани | меньше | рубашка | очень хорошее | куртка,-0.270374 | -0.210575 | -0.173832 | -0.131745 | -0.123537 | -0.117159 | -0.112174 | -0.089800 | -0.080107 | -0.075513 | -0.074573 | -0.069927 | -0.066860 | -0.065991 | -0.064427,positive side: футболка | быстрая доставка | запах | большой | качество хорошее | отличные | маленькая | всё | очень быстрая | есть | дней | пришла | ужасный | очень быстрая доставка | бы; negative side: доставка быстрая | ок | хорошее качество | посылка | из | вернули деньги | ткани | прислали | короткая | хороший | качество ткани | меньше | рубашка | очень хорошее | куртка
word_svd_137,word_svd,137,0.0790043443108515,0.0008934970506143219,слишком | классная | большой | маломерит | доставка быстрая | хорошее качество | большое | на 46 | xl | 42 | не пришла | пришел | ужасно | запах | 46,0.424373 | 0.217310 | 0.163629 | 0.129486 | 0.124302 | 0.108668 | 0.103749 | 0.096523 | 0.092970 | 0.088502 | 0.087613 | 0.086339 | 0.080211 | 0.079238 | 0.074948,просвечивает | сильно | быстрая доставка | 50 | 44 | на 44 | маленькая | 48 | прислали | бы | качество хорошее | размера | на 48 | рукава | блузка,-0.145763 | -0.119444 | -0.118856 | -0.118051 | -0.116686 | -0.107748 | -0.106540 | -0.102502 | -0.099137 | -0.087525 | -0.085865 | -0.085169 | -0.084318 | -0.082082 | -0.079201,positive side: слишком | классная | большой | маломерит | доставка быстрая | хорошее качество | большое | на 46 | xl | 42 | не пришла | пришел | ужасно | запах | 46; negative side: просвечивает | сильно | быстрая доставка | 50 | 44 | на 44 | маленькая | 48 | прислали | бы | качество хорошее | размера | на 48 | рукава | блузка
