feature,family,component_index,model_importance,explained_variance_ratio,top_positive_terms,top_positive_weights,top_negative_terms,top_negative_weights,description
word_svd_0,word_svd,0,0.2345746503557102,0.0038868171417334478,не | на | товар | деньги | очень | товар не | но | вернули | размер | пришёл | продавец | пришел | качество | не пришёл | так,0.403649 | 0.231862 | 0.209402 | 0.199144 | 0.185118 | 0.158872 | 0.158694 | 0.157846 | 0.140404 | 0.127421 | 0.124033 | 0.116705 | 0.115996 | 0.113697 | 0.112945,ð¾ð | ðºð | ð¾ñ | the picture | picture | there is | is good | ok | than | there | material | match | but the | the quality is | very good,0.000008 | 0.000013 | 0.000014 | 0.000026 | 0.000027 | 0.000043 | 0.000046 | 0.000051 | 0.000057 | 0.000063 | 0.000063 | 0.000072 | 0.000076 | 0.000079 | 0.000082,positive side: не | на | товар | деньги | очень | товар не | но | вернули | размер | пришёл | продавец | пришел | качество | не пришёл | так; negative side: ð¾ð | ðºð | ð¾ñ | the picture | picture | there is | is good | ok | than | there | material | match | but the | the quality is | very good
word_svd_1,word_svd,1,1.5284928295756328,0.010038951976697703,товар не | вернули | деньги | товар | не пришёл | пришёл | товар не пришёл | деньги вернули | не пришел | пришел | товар не пришел | пришёл деньги | не пришёл деньги | не вернули | деньги не,0.271747 | 0.247863 | 0.247810 | 0.246311 | 0.207170 | 0.181023 | 0.169653 | 0.164702 | 0.161061 | 0.128730 | 0.126267 | 0.116581 | 0.116372 | 0.114625 | 0.112079,на | очень | размер | качество | как | но | доставка | по | все | ткань | фото | спасибо | хорошее | соответствует | за,-0.229459 | -0.174498 | -0.156276 | -0.135975 | -0.108535 | -0.092047 | -0.088395 | -0.078820 | -0.073049 | -0.073010 | -0.070089 | -0.066175 | -0.064972 | -0.062577 | -0.061462,positive side: товар не | вернули | деньги | товар | не пришёл | пришёл | товар не пришёл | деньги вернули | не пришел | пришел | товар не пришел | пришёл деньги | не пришёл деньги | не вернули | деньги не; negative side: на | очень | размер | качество | как | но | доставка | по | все | ткань | фото | спасибо | хорошее | соответствует | за
word_svd_2,word_svd,2,0.6342094588815337,0.005266094152094647,пришёл | не пришёл | товар не пришёл | пришёл деньги | не пришёл деньги | пришёл деньги вернули | пришёл деньги не | качество | заказ не пришёл | товар не | хорошее | доставка | очень | размер | пришёл продавец,0.376808 | 0.374312 | 0.316193 | 0.210716 | 0.210374 | 0.140492 | 0.085851 | 0.083774 | 0.059399 | 0.059174 | 0.046445 | 0.042457 | 0.040317 | 0.039948 | 0.036161,не пришел | пришел | товар не пришел | пришел деньги | не пришел деньги | пришел деньги вернули | заказ не пришел | так не пришел | пришел деньги не | так | заказ | так не | продавец | спор | не,-0.357340 | -0.357168 | -0.243120 | -0.167425 | -0.167043 | -0.108372 | -0.094219 | -0.067168 | -0.065171 | -0.065070 | -0.063175 | -0.060477 | -0.057098 | -0.052496 | -0.050436,positive side: пришёл | не пришёл | товар не пришёл | пришёл деньги | не пришёл деньги | пришёл деньги вернули | пришёл деньги не | качество | заказ не пришёл | товар не | хорошее | доставка | очень | размер | пришёл продавец; negative side: не пришел | пришел | товар не пришел | пришел деньги | не пришел деньги | пришел деньги вернули | заказ не пришел | так не пришел | пришел деньги не | так | заказ | так не | продавец | спор | не
word_svd_3,word_svd,3,4.432430875255866,0.004911976009747324,соответствует | не соответствует | не | размер не | размер | размер не соответствует | описанию | соответствует описанию | не соответствует описанию | фото | цвет | цвет не | на | на фото | картинке,0.402751 | 0.383708 | 0.231094 | 0.184315 | 0.168847 | 0.167288 | 0.151705 | 0.146427 | 0.121158 | 0.077727 | 0.065949 | 0.053991 | 0.052631 | 0.051366 | 0.048340,спасибо | качество | доставка | супер | хорошее | быстрая | очень | продавцу | спасибо продавцу | качество хорошее | отлично | все | за | быстрая доставка | быстро,-0.264903 | -0.217762 | -0.182560 | -0.170879 | -0.148395 | -0.143967 | -0.134034 | -0.121238 | -0.107865 | -0.097134 | -0.092484 | -0.091217 | -0.084697 | -0.080732 | -0.073853,positive side: соответствует | не соответствует | не | размер не | размер | размер не соответствует | описанию | соответствует описанию | не соответствует описанию | фото | цвет | цвет не | на | на фото | картинке; negative side: спасибо | качество | доставка | супер | хорошее | быстрая | очень | продавцу | спасибо продавцу | качество хорошее | отлично | все | за | быстрая доставка | быстро
word_svd_4,word_svd,4,0.1959197100261667,0.004808096307026718,качество | соответствует | не соответствует | хорошее | товар не | товар не пришел | пришел | не пришел | доставка | качество хорошее | описанию | соответствует описанию | спасибо | быстрая | размер,0.376897 | 0.294891 | 0.239967 | 0.201995 | 0.161498 | 0.154384 | 0.151522 | 0.147779 | 0.138486 | 0.137865 | 0.134029 | 0.130364 | 0.128872 | 0.119272 | 0.114876,так | что | на | продавец | так не | как | спор | но | то | получила | заказ | не получила | открыла | это | открыла спор,-0.159899 | -0.130748 | -0.123387 | -0.112550 | -0.112063 | -0.105945 | -0.105231 | -0.094328 | -0.082697 | -0.075978 | -0.071735 | -0.071505 | -0.066474 | -0.064593 | -0.063728,positive side: качество | соответствует | не соответствует | хорошее | товар не | товар не пришел | пришел | не пришел | доставка | качество хорошее | описанию | соответствует описанию | спасибо | быстрая | размер; negative side: так | что | на | продавец | так не | как | спор | но | то | получила | заказ | не получила | открыла | это | открыла спор
word_svd_5,word_svd,5,1.081029636989845,0.004261247512140789,на | товар не | товар не пришел | как | как на | пришел | не пришел | на фото | фото | товар | размер | товар не пришёл | пришел деньги | не пришел деньги | как на фото,0.290577 | 0.213178 | 0.182156 | 0.164329 | 0.161011 | 0.155776 | 0.152299 | 0.136948 | 0.128866 | 0.124266 | 0.120899 | 0.102901 | 0.102728 | 0.102575 | 0.094539,качество | не | так не | так | продавец | не получила | получила | спор | соответствует | хорошее | заказ | не соответствует | очень | не очень | открыла,-0.269396 | -0.176828 | -0.163620 | -0.155694 | -0.149914 | -0.128800 | -0.126615 | -0.124833 | -0.118161 | -0.116490 | -0.112625 | -0.108931 | -0.087111 | -0.080396 | -0.079246,positive side: на | товар не | товар не пришел | как | как на | пришел | не пришел | на фото | фото | товар | размер | товар не пришёл | пришел деньги | не пришел деньги | как на фото; negative side: качество | не | так не | так | продавец | не получила | получила | спор | соответствует | хорошее | заказ | не соответствует | очень | не очень | открыла
word_svd_6,word_svd,6,1.828566087295588,0.0039719713441207965,качество | хорошее | не очень | очень | качество не | качество хорошее | качество не очень | не | как | плохое | ужасное | синтетика | нитки | как на | торчат,0.401094 | 0.162286 | 0.159823 | 0.141505 | 0.118728 | 0.113683 | 0.097364 | 0.097122 | 0.089458 | 0.087226 | 0.084534 | 0.081185 | 0.078669 | 0.076846 | 0.074455,спасибо | соответствует | супер | продавцу | спасибо продавцу | отлично | не соответствует | все | доставка | описанию | соответствует описанию | быстрая | продавец | размер | размеру,-0.393563 | -0.200927 | -0.192331 | -0.175303 | -0.156310 | -0.146917 | -0.146329 | -0.142358 | -0.133141 | -0.116704 | -0.113818 | -0.105386 | -0.104831 | -0.087470 | -0.076598,positive side: качество | хорошее | не очень | очень | качество не | качество хорошее | качество не очень | не | как | плохое | ужасное | синтетика | нитки | как на | торчат; negative side: спасибо | соответствует | супер | продавцу | спасибо продавцу | отлично | не соответствует | все | доставка | описанию | соответствует описанию | быстрая | продавец | размер | размеру
word_svd_7,word_svd,7,0.2879611077505458,0.0036649600320560953,очень | товар | не очень | товар не | ткань | тонкая | не | товар не пришел | долго | товар не пришёл | очень тонкая | очень долго | довольна | качество не очень | синтетика,0.513008 | 0.203867 | 0.187670 | 0.167566 | 0.116289 | 0.098517 | 0.084597 | 0.082707 | 0.079662 | 0.078894 | 0.077757 | 0.071577 | 0.063824 | 0.061989 | 0.061773,качество | размер | вернули | хорошее | на | деньги | качество хорошее | не вернули | деньги не вернули | деньги не | деньги вернули | отлично | заказ не | заказ | супер,-0.235709 | -0.220072 | -0.217571 | -0.179558 | -0.159976 | -0.156587 | -0.144913 | -0.135927 | -0.129608 | -0.122888 | -0.112452 | -0.098891 | -0.092856 | -0.085429 | -0.076565,positive side: очень | товар | не очень | товар не | ткань | тонкая | не | товар не пришел | долго | товар не пришёл | очень тонкая | очень долго | довольна | качество не очень | синтетика; negative side: качество | размер | вернули | хорошее | на | деньги | качество хорошее | не вернули | деньги не вернули | деньги не | деньги вернули | отлично | заказ не | заказ | супер
word_svd_8,word_svd,8,0.1090463464737373,0.0035679681324176054,очень | размер | вернули | не вернули | деньги не вернули | деньги не | деньги вернули | не очень | заказ не | деньги | размер не | на размер | заказ | 44 | пришёл деньги,0.323441 | 0.294196 | 0.186798 | 0.122467 | 0.121627 | 0.109220 | 0.101181 | 0.082620 | 0.082003 | 0.081664 | 0.074970 | 0.072428 | 0.072391 | 0.070222 | 0.067572,как | как на | фото | на фото | качество | товар | картинке | как на фото | на картинке | продавец | как на картинке | супер | товар не | вернул | цвет,-0.233722 | -0.224276 | -0.208147 | -0.193189 | -0.188975 | -0.178953 | -0.140258 | -0.139703 | -0.132155 | -0.121838 | -0.111710 | -0.108243 | -0.107999 | -0.101009 | -0.097784,positive side: очень | размер | вернули | не вернули | деньги не вернули | деньги не | деньги вернули | не очень | заказ не | деньги | размер не | на размер | заказ | 44 | пришёл деньги; negative side: как | как на | фото | на фото | качество | товар | картинке | как на фото | на картинке | продавец | как на картинке | супер | товар не | вернул | цвет
word_svd_9,word_svd,9,0.2627295118829926,0.0035340163481688757,размер | товар | продавец | товар не | вернул | качество | но | хорошее | вернул деньги | пришёл | качество хорошее | продавец вернул | продавец вернул деньги | пришел | товар не пришел,0.263795 | 0.211365 | 0.154371 | 0.147777 | 0.127115 | 0.125521 | 0.119495 | 0.109899 | 0.108901 | 0.093519 | 0.091781 | 0.091155 | 0.084651 | 0.084273 | 0.082010,вернули | очень | не вернули | деньги не вернули | как на | спасибо | деньги не | как | фото | на фото | супер | как на фото | деньги | картинке | на картинке,-0.233201 | -0.192598 | -0.185716 | -0.181321 | -0.169743 | -0.169668 | -0.168702 | -0.159920 | -0.156577 | -0.144016 | -0.132251 | -0.108325 | -0.106661 | -0.103959 | -0.096749,positive side: размер | товар | продавец | товар не | вернул | качество | но | хорошее | вернул деньги | пришёл | качество хорошее | продавец вернул | продавец вернул деньги | пришел | товар не пришел; negative side: вернули | очень | не вернули | деньги не вернули | как на | спасибо | деньги не | как | фото | на фото | супер | как на фото | деньги | картинке | на картинке
word_svd_10,word_svd,10,0.1105314934342516,0.003247504545307734,по | размеру | по размеру | все | нитки | торчат | пришло | супер | но | подошло | быстро | отлично | за | качество | платье,0.408531 | 0.392111 | 0.369981 | 0.144374 | 0.107252 | 0.101467 | 0.087744 | 0.083298 | 0.076957 | 0.076062 | 0.064259 | 0.063084 | 0.058101 | 0.057719 | 0.057249,доставка | очень | размер | быстрая | на | так не | так | быстрая доставка | доставка быстрая | как на | продавец | товар так | товар так не | не получила | размер не,-0.225921 | -0.215633 | -0.205786 | -0.175365 | -0.118271 | -0.118126 | -0.099220 | -0.097442 | -0.089918 | -0.075257 | -0.068820 | -0.067048 | -0.066446 | -0.065891 | -0.062337,positive side: по | размеру | по размеру | все | нитки | торчат | пришло | супер | но | подошло | быстро | отлично | за | качество | платье; negative side: доставка | очень | размер | быстрая | на | так не | так | быстрая доставка | доставка быстрая | как на | продавец | товар так | товар так не | не получила | размер не
word_svd_11,word_svd,11,0.0865840443880964,0.0031507778275664078,доставка | быстрая | супер | доставка быстрая | быстрая доставка | не | долгая | не вернули | деньги не | деньги не вернули | товар не | долгая доставка | синтетика | очень быстрая | по,0.445269 | 0.350121 | 0.242040 | 0.191583 | 0.186565 | 0.085064 | 0.084877 | 0.077044 | 0.076093 | 0.073094 | 0.069803 | 0.063555 | 0.061681 | 0.061265 | 0.057920,спасибо | быстро | заказ | продавцу | спасибо продавцу | очень | заказ не | как на | хорошее | пришёл | качество | пришел | как | качество хорошее | очень быстро,-0.373650 | -0.188332 | -0.169017 | -0.152241 | -0.142993 | -0.124060 | -0.094925 | -0.086077 | -0.082467 | -0.082424 | -0.080231 | -0.078311 | -0.064057 | -0.063546 | -0.063201,positive side: доставка | быстрая | супер | доставка быстрая | быстрая доставка | не | долгая | не вернули | деньги не | деньги не вернули | товар не | долгая доставка | синтетика | очень быстрая | по; negative side: спасибо | быстро | заказ | продавцу | спасибо продавцу | очень | заказ не | как на | хорошее | пришёл | качество | пришел | как | качество хорошее | очень быстро
word_svd_12,word_svd,12,0.4067619890657791,0.003016994347941128,супер | все | отлично | все супер | размер | качество супер | не | просто | нитки | торчат | просто супер | пришло | не очень | все отлично | быстро,0.717760 | 0.175176 | 0.124619 | 0.117921 | 0.078874 | 0.066818 | 0.066109 | 0.063588 | 0.059039 | 0.057130 | 0.054605 | 0.054504 | 0.050041 | 0.049710 | 0.049398,доставка | по | размеру | по размеру | быстрая | доставка быстрая | быстрая доставка | спасибо | хорошее | качество хорошее | деньги вернули | долгая | вернули | продавцу | фото,-0.253194 | -0.220259 | -0.212409 | -0.198776 | -0.198257 | -0.114433 | -0.107439 | -0.098032 | -0.097820 | -0.066552 | -0.065870 | -0.049641 | -0.048789 | -0.045631 | -0.042839,positive side: супер | все | отлично | все супер | размер | качество супер | не | просто | нитки | торчат | просто супер | пришло | не очень | все отлично | быстро; negative side: доставка | по | размеру | по размеру | быстрая | доставка быстрая | быстрая доставка | спасибо | хорошее | качество хорошее | деньги вернули | долгая | вернули | продавцу | фото
word_svd_13,word_svd,13,0.1640652578056814,0.002970173409251264,супер | размеру | по размеру | по | так | так не | очень | заказ | заказ не | товар так | товар так не | как на | пришёл | так не пришёл | не пришёл,0.320491 | 0.263559 | 0.247303 | 0.237807 | 0.197848 | 0.193205 | 0.178628 | 0.175727 | 0.118813 | 0.113540 | 0.113056 | 0.082699 | 0.082555 | 0.080088 | 0.078089,спасибо | нитки | торчат | за | продавцу | товар не | спасибо продавцу | что | торчат нитки | деньги не | не вернули | деньги не вернули | пришло | это | то,-0.242135 | -0.181887 | -0.171188 | -0.164245 | -0.120407 | -0.104432 | -0.101116 | -0.100152 | -0.090026 | -0.089875 | -0.085537 | -0.084665 | -0.083830 | -0.080509 | -0.078939,positive side: супер | размеру | по размеру | по | так | так не | очень | заказ | заказ не | товар так | товар так не | как на | пришёл | так не пришёл | не пришёл; negative side: спасибо | нитки | торчат | за | продавцу | товар не | спасибо продавцу | что | торчат нитки | деньги не | не вернули | деньги не вернули | пришло | это | то
word_svd_14,word_svd,14,0.2423071822192867,0.0028637730642467802,заказ | нитки | заказ не | торчат | пришёл | пришел | заказ не пришел | торчат нитки | не пришёл | заказ не пришёл | не пришел | доставка | нитки торчат | ткань | синтетика,0.361428 | 0.279424 | 0.269158 | 0.267700 | 0.170045 | 0.166721 | 0.150124 | 0.142599 | 0.135654 | 0.131401 | 0.120892 | 0.109541 | 0.108634 | 0.082888 | 0.078872,товар | не получила | получила | товар не | очень | не вернули | деньги не | деньги не вернули | товар не получила | спасибо | пришло | по | не очень | размер | размеру,-0.181987 | -0.165584 | -0.165148 | -0.161114 | -0.145563 | -0.122156 | -0.117502 | -0.112732 | -0.098386 | -0.083993 | -0.081683 | -0.075401 | -0.075383 | -0.073973 | -0.073322,positive side: заказ | нитки | заказ не | торчат | пришёл | пришел | заказ не пришел | торчат нитки | не пришёл | заказ не пришёл | не пришел | доставка | нитки торчат | ткань | синтетика; negative side: товар | не получила | получила | товар не | очень | не вернули | деньги не | деньги не вернули | товар не получила | спасибо | пришло | по | не очень | размер | размеру
word_svd_15,word_svd,15,0.0900416453784101,0.002813276802234493,отлично | все | все отлично | так | так не | нитки | торчат | не получила | получила | товар так | товар так не | товар | торчат нитки | хорошо | так не получила,0.681002 | 0.272190 | 0.211515 | 0.185497 | 0.155679 | 0.142087 | 0.139048 | 0.115131 | 0.106809 | 0.104644 | 0.103032 | 0.085963 | 0.072465 | 0.067535 | 0.061377,супер | продавец | заказ | заказ не | вернул | за | спасибо | платье | по | вернул деньги | пришла | что | деньги | быстро | продавец вернул,-0.261015 | -0.105404 | -0.087309 | -0.081964 | -0.071042 | -0.070018 | -0.061921 | -0.060250 | -0.058490 | -0.058109 | -0.055929 | -0.054664 | -0.051957 | -0.051452 | -0.047763,positive side: отлично | все | все отлично | так | так не | нитки | торчат | не получила | получила | товар так | товар так не | товар | торчат нитки | хорошо | так не получила; negative side: супер | продавец | заказ | заказ не | вернул | за | спасибо | платье | по | вернул деньги | пришла | что | деньги | быстро | продавец вернул
word_svd_16,word_svd,16,0.1133132551537019,0.002761050208564066,отлично | продавец | заказ | заказ не | все | деньги не | все отлично | вернул | деньги не вернули | не вернули | вернул деньги | заказ не пришел | заказ не пришёл | продавец вернул | продавец вернул деньги,0.374927 | 0.184402 | 0.168541 | 0.152502 | 0.149509 | 0.124769 | 0.119204 | 0.115821 | 0.106459 | 0.098724 | 0.089112 | 0.086240 | 0.076329 | 0.074288 | 0.067733,так | нитки | торчат | деньги вернули | так не | не получила | получила | супер | спасибо | товар | товар так | товар так не | торчат нитки | вернули | нитки торчат,-0.231390 | -0.230706 | -0.223556 | -0.209001 | -0.195232 | -0.190040 | -0.189085 | -0.154463 | -0.137517 | -0.135467 | -0.130946 | -0.129252 | -0.120941 | -0.108561 | -0.092000,positive side: отлично | продавец | заказ | заказ не | все | деньги не | все отлично | вернул | деньги не вернули | не вернули | вернул деньги | заказ не пришел | заказ не пришёл | продавец вернул | продавец вернул деньги; negative side: так | нитки | торчат | деньги вернули | так не | не получила | получила | супер | спасибо | товар | товар так | товар так не | торчат нитки | вернули | нитки торчат
word_svd_17,word_svd,17,0.5878143531894116,0.0027011369360206215,деньги вернули | но | вернули | пришло | за | деньги | соответствует | описанию | соответствует описанию | пришёл деньги вернули | что | все | быстро | платье | но деньги вернули,0.352559 | 0.205502 | 0.166788 | 0.148112 | 0.129070 | 0.123215 | 0.119576 | 0.114349 | 0.113133 | 0.098603 | 0.090319 | 0.089653 | 0.088295 | 0.087910 | 0.086204,деньги не | нитки | деньги не вернули | не вернули | торчат | не | спасибо | размер | размеру | по размеру | торчат нитки | продавцу | по | спасибо продавцу | заказ,-0.216348 | -0.204079 | -0.200823 | -0.200239 | -0.200227 | -0.192470 | -0.187485 | -0.148851 | -0.108803 | -0.106204 | -0.104272 | -0.089925 | -0.089068 | -0.088770 | -0.087451,positive side: деньги вернули | но | вернули | пришло | за | деньги | соответствует | описанию | соответствует описанию | пришёл деньги вернули | что | все | быстро | платье | но деньги вернули; negative side: деньги не | нитки | деньги не вернули | не вернули | торчат | не | спасибо | размер | размеру | по размеру | торчат нитки | продавцу | по | спасибо продавцу | заказ
word_svd_18,word_svd,18,0.3968769601364453,0.00261164072986472,деньги | вернул | вернул деньги | продавец | нитки | торчат | продавец вернул | продавец вернул деньги | деньги вернули | не получила | торчат нитки | получила | очень | отлично | нитки торчат,0.274742 | 0.270860 | 0.237617 | 0.226814 | 0.217387 | 0.211066 | 0.197377 | 0.183747 | 0.140667 | 0.124112 | 0.116617 | 0.116126 | 0.094475 | 0.091575 | 0.087918,так | так не | что | не | товар так | товар так не | пришел | пришёл | то | спасибо | не пришёл | не пришел | так не пришел | не вернули | так не пришёл,-0.239426 | -0.156699 | -0.129295 | -0.118643 | -0.113677 | -0.112397 | -0.106732 | -0.096965 | -0.094853 | -0.093103 | -0.079002 | -0.078160 | -0.077852 | -0.075788 | -0.075647,positive side: деньги | вернул | вернул деньги | продавец | нитки | торчат | продавец вернул | продавец вернул деньги | деньги вернули | не получила | торчат нитки | получила | очень | отлично | нитки торчат; negative side: так | так не | что | не | товар так | товар так не | пришел | пришёл | то | спасибо | не пришёл | не пришел | так не пришел | не вернули | так не пришёл
word_svd_19,word_svd,19,0.1132908071061227,0.0025369022612429662,пришло | не пришло | так | пришла | быстро | так не | нитки | торчат | товар так | товар так не | платье | очень | не вернули | деньги не | деньги не вернули,0.317749 | 0.191709 | 0.188475 | 0.184130 | 0.182444 | 0.153842 | 0.129456 | 0.127155 | 0.101640 | 0.100216 | 0.092145 | 0.090158 | 0.086913 | 0.084498 | 0.084313,получила | не получила | синтетика | заказ | заказ не | спасибо | товар не получила | ткань | получила деньги | не получила деньги | не | отлично | заказ не получила | качество | заказ не пришел,-0.312651 | -0.294382 | -0.228476 | -0.198567 | -0.194688 | -0.115610 | -0.109447 | -0.109355 | -0.097035 | -0.096609 | -0.096124 | -0.086571 | -0.083898 | -0.076738 | -0.071204,positive side: пришло | не пришло | так | пришла | быстро | так не | нитки | торчат | товар так | товар так не | платье | очень | не вернули | деньги не | деньги не вернули; negative side: получила | не получила | синтетика | заказ | заказ не | спасибо | товар не получила | ткань | получила деньги | не получила деньги | не | отлично | заказ не получила | качество | заказ не пришел
word_svd_20,word_svd,20,0.1061315039640079,0.002507234517628014,синтетика | ткань | тонкая | вернул | пришла | так | вернул деньги | деньги | так не | приятная | продавец вернул | деньги не | продавец вернул деньги | деньги не вернули | не вернули,0.446247 | 0.317334 | 0.199620 | 0.151454 | 0.144612 | 0.137967 | 0.131371 | 0.131042 | 0.121915 | 0.113158 | 0.110881 | 0.103255 | 0.102747 | 0.092410 | 0.091718,получила | пришло | не получила | заказ | нитки | торчат | не пришло | долго | заказ не | очень | не | товар не | платье | товар не получила | что,-0.186717 | -0.170992 | -0.165679 | -0.141855 | -0.125064 | -0.122757 | -0.101460 | -0.088281 | -0.088072 | -0.083017 | -0.079044 | -0.074960 | -0.073317 | -0.067843 | -0.065624,positive side: синтетика | ткань | тонкая | вернул | пришла | так | вернул деньги | деньги | так не | приятная | продавец вернул | деньги не | продавец вернул деньги | деньги не вернули | не вернули; negative side: получила | пришло | не получила | заказ | нитки | торчат | не пришло | долго | заказ не | очень | не | товар не | платье | товар не получила | что
word_svd_21,word_svd,21,0.0707155083070283,0.0024765171969941286,пришло | не пришло | платье | синтетика | не | ткань | размер | ничего | ничего не | ничего не пришло | тонкая | пришло быстро | быстрая | размер не | платье пришло,0.452539 | 0.303147 | 0.295393 | 0.282796 | 0.188347 | 0.180883 | 0.147110 | 0.106718 | 0.097981 | 0.092103 | 0.082150 | 0.079063 | 0.077794 | 0.070226 | 0.060894,пришла | очень | описанию | соответствует описанию | спор | соответствует | не вернули | деньги не вернули | открыла | деньги не | открыла спор | что | короткие | не пришла | рукава,-0.175042 | -0.131747 | -0.107744 | -0.104669 | -0.102571 | -0.094757 | -0.088948 | -0.083305 | -0.082022 | -0.080747 | -0.080279 | -0.070463 | -0.068311 | -0.066031 | -0.065157,positive side: пришло | не пришло | платье | синтетика | не | ткань | размер | ничего | ничего не | ничего не пришло | тонкая | пришло быстро | быстрая | размер не | платье пришло; negative side: пришла | очень | описанию | соответствует описанию | спор | соответствует | не вернули | деньги не вернули | открыла | деньги не | открыла спор | что | короткие | не пришла | рукава
word_svd_22,word_svd,22,1.9389151728423504,0.0024097067263471332,быстро | получила | не получила | хорошее | описанию | деньги не вернули | деньги не | заказ | соответствует описанию | не вернули | качество хорошее | хорошо | товар | ткань | рекомендую,0.259838 | 0.236581 | 0.222870 | 0.154288 | 0.150761 | 0.147280 | 0.145491 | 0.145084 | 0.144972 | 0.141707 | 0.122270 | 0.118193 | 0.113257 | 0.111882 | 0.111141,спасибо | деньги вернули | размер | размер не | не очень | отлично | что | качество не | спор | то | качество не очень | деньги | размер не соответствует | не | продавцу,-0.207262 | -0.201996 | -0.161357 | -0.134867 | -0.134380 | -0.127121 | -0.101129 | -0.100010 | -0.093165 | -0.092115 | -0.087126 | -0.084232 | -0.083312 | -0.081865 | -0.080970,positive side: быстро | получила | не получила | хорошее | описанию | деньги не вернули | деньги не | заказ | соответствует описанию | не вернули | качество хорошее | хорошо | товар | ткань | рекомендую; negative side: спасибо | деньги вернули | размер | размер не | не очень | отлично | что | качество не | спор | то | качество не очень | деньги | размер не соответствует | не | продавцу
word_svd_23,word_svd,23,0.0272371039550205,0.0023103697187409817,пришла | быстро | размер | не пришла | синтетика | посылка | картинке | на картинке | как | пришла быстро | как на картинке | размер не | рекомендую | как на | хорошая,0.354286 | 0.218023 | 0.198741 | 0.128874 | 0.115108 | 0.112862 | 0.108582 | 0.107460 | 0.105259 | 0.099921 | 0.097209 | 0.095011 | 0.094636 | 0.088438 | 0.080492,рост | платье | на рост | короткие | на | рукава | пришло | спасибо | описанию | соответствует описанию | вернул | не пришло | вернул деньги | см | соответствует,-0.250760 | -0.229072 | -0.189124 | -0.178646 | -0.168864 | -0.164858 | -0.106972 | -0.100057 | -0.097833 | -0.096075 | -0.093665 | -0.084652 | -0.084594 | -0.080077 | -0.078566,positive side: пришла | быстро | размер | не пришла | синтетика | посылка | картинке | на картинке | как | пришла быстро | как на картинке | размер не | рекомендую | как на | хорошая; negative side: рост | платье | на рост | короткие | на | рукава | пришло | спасибо | описанию | соответствует описанию | вернул | не пришло | вернул деньги | см | соответствует
word_svd_24,word_svd,24,0.2709963998565419,0.002240074127213377,фото | на фото | отлично | как на фото | пришла | быстро | синтетика | на | пришло | чем | чем на фото | рекомендую | спор | не пришло | чем на,0.375863 | 0.336385 | 0.158920 | 0.143001 | 0.139452 | 0.119248 | 0.103796 | 0.099831 | 0.098008 | 0.079039 | 0.076079 | 0.072914 | 0.072867 | 0.066521 | 0.065301,картинке | на картинке | как на картинке | все | как | хорошо | но | как на | все хорошо | деньги | вернул | за | вернул деньги | деньги не | деньги не вернули,-0.334330 | -0.315704 | -0.253777 | -0.216102 | -0.177038 | -0.150671 | -0.139413 | -0.099723 | -0.074869 | -0.070428 | -0.064126 | -0.063577 | -0.060190 | -0.059867 | -0.056429,positive side: фото | на фото | отлично | как на фото | пришла | быстро | синтетика | на | пришло | чем | чем на фото | рекомендую | спор | не пришло | чем на; negative side: картинке | на картинке | как на картинке | все | как | хорошо | но | как на | все хорошо | деньги | вернул | за | вернул деньги | деньги не | деньги не вернули
word_svd_25,word_svd,25,0.676079831886631,0.0022330449918994623,спор | открыла | открыла спор | синтетика | ткань | долго | тонкая | на | картинке | на картинке | спор деньги | месяца | очень долго | все | открыла спор деньги,0.306771 | 0.225473 | 0.220082 | 0.171245 | 0.162581 | 0.137783 | 0.134700 | 0.108177 | 0.105382 | 0.101969 | 0.097436 | 0.094254 | 0.092535 | 0.092256 | 0.087958,но | не | пришла | за | не очень | фото | вернул | вернул деньги | на фото | продавец вернул | продавец вернул деньги | отлично | качество не | быстро | не пришла,-0.206753 | -0.189219 | -0.170389 | -0.164878 | -0.133824 | -0.109846 | -0.106418 | -0.104189 | -0.095565 | -0.091288 | -0.089499 | -0.083553 | -0.078432 | -0.075060 | -0.073514,positive side: спор | открыла | открыла спор | синтетика | ткань | долго | тонкая | на | картинке | на картинке | спор деньги | месяца | очень долго | все | открыла спор деньги; negative side: но | не | пришла | за | не очень | фото | вернул | вернул деньги | на фото | продавец вернул | продавец вернул деньги | отлично | качество не | быстро | не пришла
word_svd_26,word_svd,26,0.1110338622043526,0.0021911837855959214,хорошее | качество хорошее | все | ткань | но | фото | на фото | тонкая | платье | размер | что | очень тонкая | как на фото | хорошо | хорошее качество,0.320024 | 0.228521 | 0.193202 | 0.181024 | 0.179040 | 0.176244 | 0.159538 | 0.136139 | 0.113324 | 0.106146 | 0.100511 | 0.084392 | 0.082125 | 0.081641 | 0.080027,рост | за | картинке | пришла | на картинке | на | качество | синтетика | отличное | на рост | качество не | не очень | короткие | не | как на картинке,-0.160718 | -0.150099 | -0.149189 | -0.140731 | -0.139248 | -0.135761 | -0.134480 | -0.129084 | -0.129013 | -0.126674 | -0.125733 | -0.125026 | -0.112820 | -0.106128 | -0.104534,positive side: хорошее | качество хорошее | все | ткань | но | фото | на фото | тонкая | платье | размер | что | очень тонкая | как на фото | хорошо | хорошее качество; negative side: рост | за | картинке | пришла | на картинке | на | качество | синтетика | отличное | на рост | качество не | не очень | короткие | не | как на картинке
