,score
accuracy,0.7326111111111111
precision_macro,0.737163192768918
precision_weighted,0.737163192768918
recall_macro,0.7326111111111112
recall_weighted,0.7326111111111111
f1_macro,0.7341711623266729
f1_weighted,0.734171162326673
roc_auc_ovr_macro,0.8906567175925927
roc_auc_ovr_weighted,0.8906567175925927
pr_auc_macro,0.8011382298033379
pr_auc_weighted,0.8011382298033378
