model,accuracy,precision_macro,recall_macro,f1_macro,roc_auc_ovr_macro,pr_auc_macro,fit_seconds
LightGBM_full_refit,0.7381111111111112,0.7432648456005403,0.738111111111111,0.739951770300797,0.8938024444444445,0.8069913221249435,67.99711656570435
