model,accuracy,precision_macro,recall_macro,f1_macro,roc_auc_ovr_macro,pr_auc_macro,fit_seconds
CatBoost_full_refit,0.7341666666666666,0.7385095309953855,0.7341666666666667,0.7356723910034209,0.8916529259259259,0.8024170540958196,105.66657423973083
