model,f1_macro,ci_low,ci_high
XGBoost_full_refit,0.7418354941324047,0.7351512400234776,0.7476957984825277
Boosting_soft_vote_full_refit,0.7413315587280578,0.7351642288803856,0.7474516438355642
LightGBM_full_refit,0.739951770300797,0.7337804928949804,0.7461586151396922
CatBoost_full_refit,0.7356723910034209,0.7298022291172697,0.7420043428228893
