model,accuracy,precision_macro,recall_macro,f1_macro,roc_auc_ovr_macro,pr_auc_macro,fit_seconds
XGBoost_full_refit,0.7400555555555556,0.745024291038773,0.7400555555555556,0.7418354941324047,0.8932233333333334,0.805636196574449,211.74707317352295
